"BIOAC";"HT";"HF";"H";"ACI";"NDSI";"ADI";"NP";"FILE";"START";"SM"
22,9401671696108;0,948056809081074;0,952059627587553;0,902606612585571;4522,2055806341;-0,611742955552698;1,522514;2;"SMA11459_20250613_120000.wav";2025-06-13 12:00:00;"SMA11459"
24,2969959103439;0,946453187184665;0,957625396131521;0,906347608297655;4505,06038524632;-0,643721758323185;1,556618;4;"SMA11459_20250613_130000.wav";2025-06-13 13:00:00;"SMA11459"
23,0424534824044;0,961734838947914;0,964916606007197;0,9279939166765;4560,69802406664;-0,449788201325341;2,163255;5;"SMA11459_20250613_140000.wav";2025-06-13 14:00:00;"SMA11459"
27,9698430569767;0,958761777287231;0,961720963812851;0,922061300519597;4750,7597480582;-0,29349977145423;1,859472;8;"SMA11459_20250613_150000.wav";2025-06-13 15:00:00;"SMA11459"
20,2387336537028;0,967325591788284;0,967987552171434;0,936359131747924;4407,79779914478;-0,366185606128217;2,215962;3;"SMA11459_20250613_160000.wav";2025-06-13 16:00:00;"SMA11459"
21,4140618202474;0,966563318122616;0,964477351656516;0,932228429271236;4430,1818392114;-0,544192206086978;2,120144;2;"SMA11459_20250613_170000.wav";2025-06-13 17:00:00;"SMA11459"
21,8944864209146;0,96099968761517;0,961273035138942;0,923783086481409;4448,10639325673;-0,581636654017579;1,774591;2;"SMA11459_20250613_180000.wav";2025-06-13 18:00:00;"SMA11459"
22,8350265029534;0,95656073964586;0,957386364909766;0,915798209344947;4447,65215070908;-0,605830781984028;1,760694;2;"SMA11459_20250613_190000.wav";2025-06-13 19:00:00;"SMA11459"
28,0383183504736;0,933910849322454;0,94669646541627;0,884130100067473;4513,89664472199;-0,295214332751995;1,261276;5;"SMA11459_20250613_200000.wav";2025-06-13 20:00:00;"SMA11459"
28,1011934189582;0,946355738641022;0,951111389382209;0,90008972142869;4798,8541141628;-0,277623420407706;1,8405;7;"SMA11459_20250613_210000.wav";2025-06-13 21:00:00;"SMA11459"
25,9591720445581;0,930212899524643;0,9553723463882;0,888699680459429;4636,5783566027;-0,581735032264863;1,555757;2;"SMA11459_20250613_220000.wav";2025-06-13 22:00:00;"SMA11459"
23,1525395884105;0,915748893351228;0,941235386801753;0,861935263846721;4596,53600259811;-0,604849160679646;1,388911;3;"SMA11459_20250613_230000.wav";2025-06-13 23:00:00;"SMA11459"
20,6110526014668;0,933119393450836;0,935970020829666;0,873371778124744;4616,94832680487;-0,627601469272203;1,141199;2;"SMA11459_20250614_000000.wav";2025-06-14;"SMA11459"
12,2554294875926;0,983222805388144;0,955861100048917;0,939824432351494;4656,30038332398;-0,312049487039572;2,475469;13;"SMA11459_20250614_010000.wav";2025-06-14 01:00:00;"SMA11459"
13,4998217815557;0,982698380619362;0,952813903600207;0,936328680099536;4663,06458071181;-0,182710801978687;2,421198;13;"SMA11459_20250614_020000.wav";2025-06-14 02:00:00;"SMA11459"
21,1332811874448;0,935000644115281;0,941059641051838;0,879891370534364;4565,73964138692;-0,458803933239862;1,144423;4;"SMA11459_20250614_030000.wav";2025-06-14 03:00:00;"SMA11459"
12,7745454802655;0,982933644884964;0,954426459754857;0,938137878861494;4626,74559598146;-0,296409882292576;2,472066;15;"SMA11459_20250614_040000.wav";2025-06-14 04:00:00;"SMA11459"
16,2965130549824;0,980743792485712;0,948200896039423;0,929942142820055;4660,92394186027;0,32999272244541;2,363607;14;"SMA11459_20250614_050000.wav";2025-06-14 05:00:00;"SMA11459"
25,9278649031344;0,949003517009999;0,944881429234352;0,896695799500835;4781,26020353614;-0,195598374955711;1,815963;4;"SMA11459_20250614_060000.wav";2025-06-14 06:00:00;"SMA11459"
25,457465927939;0,937230318707878;0,956241581969507;0,896218602631007;4829,31483478913;-0,441761371941135;1,966996;7;"SMA11459_20250614_070000.wav";2025-06-14 07:00:00;"SMA11459"
29,6047241299509;0,934243832959408;0,9490331645624;0,886628381266373;4727,93063087624;-0,519453376092327;1,798175;7;"SMA11459_20250614_080000.wav";2025-06-14 08:00:00;"SMA11459"
29,0970268427447;0,93151541482742;0,953177036988505;0,887899103014318;4612,54089292461;-0,572443706953029;1,708396;4;"SMA11459_20250614_090000.wav";2025-06-14 09:00:00;"SMA11459"
29,2944746612926;0,948334003451968;0,954302821056548;0,904997814798063;4587,99963609779;-0,639814168448734;1,750255;5;"SMA11459_20250614_100000.wav";2025-06-14 10:00:00;"SMA11459"
28,9413377180466;0,944891532422795;0,956684931327993;0,903963490808303;4576,745499321;-0,597228348346206;1,839844;3;"SMA11459_20250614_110000.wav";2025-06-14 11:00:00;"SMA11459"
30,1662632063995;0,939533256343294;0,956481666316078;0,898646334586605;4637,15969002688;-0,499696022499727;1,889481;5;"SMA11459_20250614_120000.wav";2025-06-14 12:00:00;"SMA11459"
29,8967007326203;0,932432580507793;0,95959136128325;0,894754249234327;4766,35847428615;-0,596735168962335;1,832023;10;"SMA11459_20250614_130000.wav";2025-06-14 13:00:00;"SMA11459"
31,8859925896232;0,954940469782158;0,955146679935783;0,912108219248745;5000,57756360041;0,176605489237592;1,976107;5;"SMA11459_20250614_140000.wav";2025-06-14 14:00:00;"SMA11459"
25,4777826813294;0,951545738228433;0,96048692885624;0,913947243777271;4519,95546165267;-0,645889188116932;1,543761;6;"SMA11459_20250614_150000.wav";2025-06-14 15:00:00;"SMA11459"
24,5479007675807;0,955090911562572;0,961149087941928;0,91798475854999;4481,72416073756;-0,664287848224234;1,77269;3;"SMA11459_20250614_160000.wav";2025-06-14 16:00:00;"SMA11459"
30,6120523247555;0,956175934785349;0,957961888792199;0,91598010450462;4832,89306462581;-0,0805319750092988;1,982092;12;"SMA11459_20250614_170000.wav";2025-06-14 17:00:00;"SMA11459"
19,5563409991689;0,938416670371665;0,946768020723335;0,888462893621563;4583,31458356296;-0,709033684014597;1,50867;6;"SMA11459_20250614_180000.wav";2025-06-14 18:00:00;"SMA11459"
26,8234698870752;0,9422414427159;0,964066321635776;0,908383241771905;4473,12460323915;-0,565872242210044;1,526714;7;"SMA11459_20250614_190000.wav";2025-06-14 19:00:00;"SMA11459"
20,7291104284602;0,927494343146782;0,937006952740224;0,869068648155761;4511,22329911793;-0,619217867403524;1,495701;2;"SMA11459_20250614_200000.wav";2025-06-14 20:00:00;"SMA11459"
