"BIOAC";"HT";"HF";"H";"ACI";"NDSI";"ADI";"NP";"FILE";"START";"SM"
8,58483081209715;0,967726235833325;0,937479853534429;0,90722384983045;4725,41258886351;-0,580430993027124;2,434556;10;"SMJYB03_20250906_140000.wav";2025-09-06 14:00:00;"SMJYB03"
16,0501984341766;0,971887568173239;0,975543861796896;0,948118951488115;4827,65555786598;-0,0551352172029629;2,417268;5;"SMJYB03_20250906_150000.wav";2025-09-06 15:00:00;"SMJYB03"
13,6779187458087;0,978313512867126;0,927785743095253;0,907665329515554;4840,69895325528;0,654025904048889;2,300175;6;"SMJYB03_20250906_160000.wav";2025-09-06 16:00:00;"SMJYB03"
17,180985373359;0,979273180156056;0,963195030343946;0,943231060475425;4660,83453197145;0,0740208634890089;2,436846;5;"SMJYB03_20250906_170000.wav";2025-09-06 17:00:00;"SMJYB03"
20,787981339335;0,979317848174822;0,97074784320953;0,950670688932307;4573,26504077707;-0,11845485838431;2,216372;7;"SMJYB03_20250906_180000.wav";2025-09-06 18:00:00;"SMJYB03"
16,4946571904192;0,982110190932746;0,956693883581362;0,939578812668282;4350,45199399153;0,258469282887092;2,364783;6;"SMJYB03_20250906_190000.wav";2025-09-06 19:00:00;"SMJYB03"
16,4471783612139;0,981406136371654;0,95851656530524;0,940694039004444;4415,99503615499;0,858857701085138;2,471135;7;"SMJYB03_20250906_200000.wav";2025-09-06 20:00:00;"SMJYB03"
17,4578804286401;0,981359958175118;0,948743871657111;0,931059246208322;4404,29245181338;0,976266743513146;2,418995;9;"SMJYB03_20250906_210000.wav";2025-09-06 21:00:00;"SMJYB03"
16,4727464970172;0,980527802222416;0,976871587296978;0,957849750545828;4406,52150335991;0,748947341399219;2,441768;7;"SMJYB03_20250906_220000.wav";2025-09-06 22:00:00;"SMJYB03"
14,7600874422688;0,974627684451432;0,962482215782244;0,938061813293532;4435,26758781091;-0,236859693163095;2,353278;5;"SMJYB03_20250906_230000.wav";2025-09-06 23:00:00;"SMJYB03"
11,3997204776155;0,981261995316917;0,972423855909827;0,954202573143847;4524,99945507296;-0,135610165786101;2,395104;12;"SMJYB03_20250907_000000.wav";2025-09-07;"SMJYB03"
12,2244484080749;0,980467551191187;0,965988474337225;0,94712035391233;4416,8971468236;-0,458799417457506;2,109446;12;"SMJYB03_20250907_010000.wav";2025-09-07 01:00:00;"SMJYB03"
11,9779322551516;0,979617101765034;0,977655139033845;0,957727693826027;4532,9501810546;-0,118846753540948;2,412609;6;"SMJYB03_20250907_020000.wav";2025-09-07 02:00:00;"SMJYB03"
14,1757229772086;0,977070289974389;0,976901224994079;0,954501163181301;4433,3536257923;-0,424189059232859;2,022994;4;"SMJYB03_20250907_030000.wav";2025-09-07 03:00:00;"SMJYB03"
11,0027149256531;0,976286013672093;0,955939842580918;0,933270698223653;4446,7592373564;-0,480824156062271;2,267482;5;"SMJYB03_20250907_040000.wav";2025-09-07 04:00:00;"SMJYB03"
16,2757521162249;0,979396359915006;0,977849901938027;0,957702634501349;4404,7659910054;-0,442698215185949;2,233936;4;"SMJYB03_20250907_050000.wav";2025-09-07 05:00:00;"SMJYB03"
13,4580047942519;0,98205196250137;0,979270588568756;0,961694603323818;4453,17388633469;-0,164344245573804;2,357605;6;"SMJYB03_20250907_060000.wav";2025-09-07 06:00:00;"SMJYB03"
19,1469094521089;0,976071149432819;0,974455257637104;0,951137663392702;4438,8010394967;-0,272028880234767;1,901697;4;"SMJYB03_20250907_070000.wav";2025-09-07 07:00:00;"SMJYB03"
18,8290070621449;0,980136681482016;0,974003190173009;0,95465625456907;4378,41764812597;-0,400209749652838;2,273953;4;"SMJYB03_20250907_080000.wav";2025-09-07 08:00:00;"SMJYB03"
21,1200874980003;0,974265536805172;0,966505013283116;0,941632525591165;4375,25715733695;-0,707922089910379;2,000613;2;"SMJYB03_20250907_090000.wav";2025-09-07 09:00:00;"SMJYB03"
19,570752496658;0,961936623655932;0,941448516126463;0,905613806948576;4423,54751365758;-0,861792192258885;1,403518;3;"SMJYB03_20250907_100000.wav";2025-09-07 10:00:00;"SMJYB03"
7,95322900827738;0,975442997106597;0,900051826935254;0,877949251616992;4735,57327060034;-0,720377645961108;2,441563;11;"SMJYB03_20250907_110000.wav";2025-09-07 11:00:00;"SMJYB03"
